expr,time,NumberRows,NumberGroups,seconds,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",234891709,1e+05,10000,2.34891709,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",143923393,1e+05,10000,1.43923393,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",143882566,1e+05,10000,1.43882566,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",149073780,1e+05,10000,1.4907378,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",26411191,1e+05,10000,0.26411191,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",147301158,1e+05,10000,1.47301158,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",143174920,1e+05,10000,1.4317492,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",25896792,1e+05,10000,0.25896792,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",145180890,1e+05,10000,1.4518089,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",144145451,1e+05,10000,1.44145451,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",30020001,1e+05,10000,0.30020001,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",151418410,1e+05,10000,1.5141841,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",27347408,1e+05,10000,0.27347408,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",161371605,1e+05,10000,1.61371605,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",147264608,1e+05,10000,1.47264608,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",156450692,1e+05,10000,1.56450692,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",155076559,1e+05,10000,1.55076559,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",149045995,1e+05,10000,1.49045995,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",151934655,1e+05,10000,1.51934655,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",150719080,1e+05,10000,1.5071908,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",158836442,1e+05,10000,1.58836442,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",161846170,1e+05,10000,1.6184617,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",169628806,1e+05,10000,1.69628806,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",163937959,1e+05,10000,1.63937959,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",72514324,1e+06,10,0.72514324,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1647952307,1e+06,10,16.47952307,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1598035335,1e+06,10,15.98035335,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1643554410,1e+06,10,16.4355441,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1495523120,1e+06,10,14.9552312,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",132497315,1e+06,10,1.32497315,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1515908598,1e+06,10,15.15908598,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",71992762,1e+06,10,0.71992762,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",108288607,1e+06,10,1.08288607,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",101367078,1e+06,10,1.01367078,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1592229920,1e+06,10,15.9222992,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1450378632,1e+06,10,14.50378632,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1452067844,1e+06,10,14.52067844,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",89846885,1e+06,10,0.89846885,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",99748437,1e+06,10,0.99748437,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1486134679,1e+06,10,14.86134679,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",105190747,1e+06,10,1.05190747,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",99691502,1e+06,10,0.99691502,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1621066124,1e+06,10,16.21066124,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",77407760,1e+06,10,0.7740776,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",122596478,1e+06,10,1.22596478,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1618181779,1e+06,10,16.18181779,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",70324656,1e+06,10,0.70324656,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1445015223,1e+06,10,14.45015223,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1600639005,1e+06,10,16.00639005,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",87151747,1e+06,10,0.87151747,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1589479213,1e+06,10,15.89479213,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",71074077,1e+06,10,0.71074077,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1569154613,1e+06,10,15.69154613,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",90334355,1e+06,10,0.90334355,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",112982266,1e+06,100,1.12982266,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1511686377,1e+06,100,15.11686377,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",79021146,1e+06,100,0.79021146,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",104352386,1e+06,100,1.04352386,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",87649304,1e+06,100,0.87649304,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",87782740,1e+06,100,0.8778274,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",88015665,1e+06,100,0.88015665,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1088228215,1e+06,100,10.88228215,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1587146295,1e+06,100,15.87146295,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1463646907,1e+06,100,14.63646907,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1449566785,1e+06,100,14.49566785,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1498505244,1e+06,100,14.98505244,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",76634007,1e+06,100,0.76634007,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1093204946,1e+06,100,10.93204946,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1548497742,1e+06,100,15.48497742,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",88977478,1e+06,100,0.88977478,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",89800582,1e+06,100,0.89800582,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1649324463,1e+06,100,16.49324463,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1514306160,1e+06,100,15.1430616,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1546644549,1e+06,100,15.46644549,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1096370365,1e+06,100,10.96370365,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1025492759,1e+06,100,10.25492759,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1595508719,1e+06,100,15.95508719,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1560525126,1e+06,100,15.60525126,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1550651887,1e+06,100,15.50651887,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",75838242,1e+06,100,0.75838242,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1065548408,1e+06,100,10.65548408,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1538698342,1e+06,100,15.38698342,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1487448918,1e+06,100,14.87448918,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1431509636,1e+06,100,14.31509636,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",87914854,1e+06,1000,0.87914854,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1528393670,1e+06,1000,15.2839367,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1461696781,1e+06,1000,14.61696781,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1492824392,1e+06,1000,14.92824392,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",85916874,1e+06,1000,0.85916874,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1495657770,1e+06,1000,14.9565777,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1422310512,1e+06,1000,14.22310512,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",1049645763,1e+06,1000,10.49645763,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1511628035,1e+06,1000,15.11628035,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",1044908033,1e+06,1000,10.44908033,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1518691813,1e+06,1000,15.18691813,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1543231070,1e+06,1000,15.4323107,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1502667647,1e+06,1000,15.02667647,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1515594305,1e+06,1000,15.15594305,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1547708732,1e+06,1000,15.47708732,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",987975295,1e+06,1000,9.87975295,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1512350241,1e+06,1000,15.12350241,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1484504983,1e+06,1000,14.84504983,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1550543033,1e+06,1000,15.50543033,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1498018333,1e+06,1000,14.98018333,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1477900422,1e+06,1000,14.77900422,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",88609791,1e+06,1000,0.88609791,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",66928011,1e+06,1000,0.66928011,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1536704606,1e+06,1000,15.36704606,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1501160676,1e+06,1000,15.01160676,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1588317310,1e+06,1000,15.8831731,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",1074180511,1e+06,1000,10.74180511,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",1071782978,1e+06,1000,10.71782978,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",86255190,1e+06,1000,0.8625519,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1521847410,1e+06,1000,15.2184741,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1666163925,1e+06,10000,16.66163925,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1575118804,1e+06,10000,15.75118804,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1455952173,1e+06,10000,14.55952173,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1502198254,1e+06,10000,15.02198254,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",1518417156,1e+06,10000,15.18417156,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1471927772,1e+06,10000,14.71927772,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1481842890,1e+06,10000,14.8184289,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",111408659,1e+06,10000,1.11408659,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1499387868,1e+06,10000,14.99387868,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",112342071,1e+06,10000,1.12342071,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",1467915976,1e+06,10000,14.67915976,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1508357470,1e+06,10000,15.0835747,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1570570341,1e+06,10000,15.70570341,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",115200853,1e+06,10000,1.15200853,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1555944817,1e+06,10000,15.55944817,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1503844194,1e+06,10000,15.03844194,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1530987182,1e+06,10000,15.30987182,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1501037259,1e+06,10000,15.01037259,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1516776429,1e+06,10000,15.16776429,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1562346534,1e+06,10000,15.62346534,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1544538134,1e+06,10000,15.44538134,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1571301406,1e+06,10000,15.71301406,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",1416900134,1e+06,10000,14.16900134,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1545157087,1e+06,10000,15.45157087,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",1476221087,1e+06,10000,14.76221087,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1594301726,1e+06,10000,15.94301726,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",1484167652,1e+06,10000,14.84167652,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",116303281,1e+06,10000,1.16303281,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",79145570,1e+06,10000,0.7914557,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1565991130,1e+06,10000,15.6599113,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1831562120,1e+06,1e+05,18.3156212,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1741664937,1e+06,1e+05,17.41664937,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1871836525,1e+06,1e+05,18.71836525,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",1693964304,1e+06,1e+05,16.93964304,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",1762607301,1e+06,1e+05,17.62607301,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1766664814,1e+06,1e+05,17.66664814,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",1755733661,1e+06,1e+05,17.55733661,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1869565222,1e+06,1e+05,18.69565222,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1817233151,1e+06,1e+05,18.17233151,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",309644113,1e+06,1e+05,3.09644113,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1899448344,1e+06,1e+05,18.99448344,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1832046664,1e+06,1e+05,18.32046664,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",297660710,1e+06,1e+05,2.9766071,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1912893824,1e+06,1e+05,19.12893824,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1847671528,1e+06,1e+05,18.47671528,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1810294221,1e+06,1e+05,18.10294221,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",301029891,1e+06,1e+05,3.01029891,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",1886589867,1e+06,1e+05,18.86589867,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",357199957,1e+06,1e+05,3.57199957,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1957251747,1e+06,1e+05,19.57251747,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1853220369,1e+06,1e+05,18.53220369,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",1837497931,1e+06,1e+05,18.37497931,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1880384968,1e+06,1e+05,18.80384968,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1838548434,1e+06,1e+05,18.38548434,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",1849299838,1e+06,1e+05,18.49299838,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",445631344,1e+06,1e+05,4.45631344,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",1758677687,1e+06,1e+05,17.58677687,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",1776422581,1e+06,1e+05,17.76422581,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1876801679,1e+06,1e+05,18.76801679,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",1872998841,1e+06,1e+05,18.72998841,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",15466016924,1e+07,10,154.66016924,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",14751145293,1e+07,10,147.51145293,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",15234374366,1e+07,10,152.34374366,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",785017859,1e+07,10,7.85017859,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",15005549259,1e+07,10,150.05549259,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",15195018939,1e+07,10,151.95018939,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",966246635,1e+07,10,9.66246635,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",801313833,1e+07,10,8.01313833,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",14935078508,1e+07,10,149.35078508,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",15584523108,1e+07,10,155.84523108,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2"", ""X3""),      retrace.first = TRUE)",15198255797,1e+07,10,151.98255797,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""GroupC"", retrace.first = TRUE)",988642505,1e+07,10,9.88642505,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",786109370,1e+07,10,7.8610937,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", ""X1"", retrace.first = TRUE)",14778669439,1e+07,10,147.78669439,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", c(""X1"", ""X2""), retrace.first = TRUE)",15172913873,1e+07,10,151.72913873,Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",792776863,1e+07,10,7.92776863,Sorted
"plotly:::group2NA(Data, ""GroupA"", ""GroupB"", retrace.first = TRUE)",930411464,1e+07,10,9.30411464,Not Sorted
"plotly:::group2NA(Data, ""GroupA"", retrace.first = TRUE)",801964000,1e+07,10,8.01964,Sorted
